Origin,Origin_name,Origin_address,Origin_latitude,Origin_longitude,Destination,Destination_name,Destination_address,Destination_latitude,Destination_longitude
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646
SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369,SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369
SO08,Coalition Petite Bourgogne/Marché Citoyen,"741 Rue des Seigneurs, Montreal, QC H3J 1Y2",45.489160999999996,-73.57209499999999,SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369
SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646,SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO22,CEDA (Comité d'éducation aux adultes),"2515 Rue Delisle, Montréal, QC H3J 1K8",45.48383,-73.576727
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO22,CEDA (Comité d'éducation aux adultes),"2515 Rue Delisle, Montréal, QC H3J 1K8",45.48383,-73.576727
SO12,Maison de Jeunes L'Escampette,"525 Rue Dominion, Montreal, QC H3J 2B4",45.484598,-73.57345600000001,SO22,CEDA (Comité d'éducation aux adultes),"2515 Rue Delisle, Montréal, QC H3J 1K8",45.48383,-73.576727
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO22,CEDA (Comité d'éducation aux adultes),"2515 Rue Delisle, Montréal, QC H3J 1K8",45.48383,-73.576727
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO22,CEDA (Comité d'éducation aux adultes),"2515 Rue Delisle, Montréal, QC H3J 1K8",45.48383,-73.576727
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO23,Centre Communautaire Saint-Antoine 50+,"2338 Rue Saint-Antoine Ouest, Montreal, Québec H3J 1A8",45.487648,-73.57802
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO23,Centre Communautaire Saint-Antoine 50+,"2338 Rue Saint-Antoine Ouest, Montreal, Québec H3J 1A8",45.487648,-73.57802
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO23,Centre Communautaire Saint-Antoine 50+,"2338 Rue Saint-Antoine Ouest, Montreal, Québec H3J 1A8",45.487648,-73.57802
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO23,Centre Communautaire Saint-Antoine 50+,"2338 Rue Saint-Antoine Ouest, Montreal, Québec H3J 1A8",45.487648,-73.57802
SO08,Coalition Petite Bourgogne/Marché Citoyen,"741 Rue des Seigneurs, Montreal, QC H3J 1Y2",45.489160999999996,-73.57209499999999,SO24,Amitié soleil,"715 Rue Chatham, Montréal, QC H3J 1Z3",45.488821,-73.57312900000001
SO12,Maison de Jeunes L'Escampette,"525 Rue Dominion, Montreal, QC H3J 2B4",45.484598,-73.57345600000001,SO24,Amitié soleil,"715 Rue Chatham, Montréal, QC H3J 1Z3",45.488821,-73.57312900000001
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO24,Amitié soleil,"715 Rue Chatham, Montréal, QC H3J 1Z3",45.488821,-73.57312900000001
SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646,SO24,Amitié soleil,"715 Rue Chatham, Montréal, QC H3J 1Z3",45.488821,-73.57312900000001
SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369,SO24,Amitié soleil,"715 Rue Chatham, Montréal, QC H3J 1Z3",45.488821,-73.57312900000001
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO25,ACHIM,"5940 Boulevard Monk, Montréal, QC H4E 3H4",45.459226,-73.596029
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO25,ACHIM,"5940 Boulevard Monk, Montréal, QC H4E 3H4",45.459226,-73.596029
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO25,ACHIM,"5940 Boulevard Monk, Montréal, QC H4E 3H4",45.459226,-73.596029
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO26,Famijeunes,"3904 Notre-Dame St W, Montreal, Quebec H4C 1R1",45.478307,-73.582902
SO09,Mission Bon Accueil,"4755 Rue Acorn, Montreal, QC H4C 3L6",45.472713,-73.591561,SO26,Famijeunes,"3904 Notre-Dame St W, Montreal, Quebec H4C 1R1",45.478307,-73.582902
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO26,Famijeunes,"3904 Notre-Dame St W, Montreal, Quebec H4C 1R1",45.478307,-73.582902
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO26,Famijeunes,"3904 Notre-Dame St W, Montreal, Quebec H4C 1R1",45.478307,-73.582902
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO27,Jardin communautaire Bons Voisin,"Rue Turgeon et Rue Sainte-Emilie, Rivière-des-Prairies-Pointe-aux-Trembles, Montreal, QC H4C 1Z7",45.478058000000004,-73.57981
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO27,Jardin communautaire Bons Voisin,"Rue Turgeon et Rue Sainte-Emilie, Rivière-des-Prairies-Pointe-aux-Trembles, Montreal, QC H4C 1Z7",45.478058000000004,-73.57981
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO28,Jardin communautaire Des Seigneurs,"719 Rue des Seigneurs, Montréal, QC H3J 1Y2",45.489187,-73.57213
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO28,Jardin communautaire Des Seigneurs,"719 Rue des Seigneurs, Montréal, QC H3J 1Y2",45.489187,-73.57213
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO28,Jardin communautaire Des Seigneurs,"719 Rue des Seigneurs, Montréal, QC H3J 1Y2",45.489187,-73.57213
SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646,SO28,Jardin communautaire Des Seigneurs,"719 Rue des Seigneurs, Montréal, QC H3J 1Y2",45.489187,-73.57213
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO29,Jardin comunautaire de la Petite-Bourgogne,"2263 Rue Quesnel, Montréal, QC H3J 1G3",45.487039,-73.57567
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO29,Jardin comunautaire de la Petite-Bourgogne,"2263 Rue Quesnel, Montréal, QC H3J 1G3",45.487039,-73.57567
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO29,Jardin comunautaire de la Petite-Bourgogne,"2263 Rue Quesnel, Montréal, QC H3J 1G3",45.487039,-73.57567
SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646,SO29,Jardin comunautaire de la Petite-Bourgogne,"2263 Rue Quesnel, Montréal, QC H3J 1G3",45.487039,-73.57567
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO30,Jardin communautaire Angrignon,"3400 Boulevard des Trinitaires. Montreal, QC H4E 4J3",45.444520000000004,-73.601732
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO30,Jardin communautaire Angrignon,"3400 Boulevard des Trinitaires. Montreal, QC H4E 4J3",45.444520000000004,-73.601732
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO30,Jardin communautaire Angrignon,"3400 Boulevard des Trinitaires. Montreal, QC H4E 4J3",45.444520000000004,-73.601732
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO30,Jardin communautaire Angrignon,"3400 Boulevard des Trinitaires. Montreal, QC H4E 4J3",45.444520000000004,-73.601732
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO31,Maison Benedict Labre,"4561 Notre-Dame St W, Montreal, Quebec H4C 1S3",45.474142,-73.58820300000001
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO31,Maison Benedict Labre,"4561 Notre-Dame St W, Montreal, Quebec H4C 1S3",45.474142,-73.58820300000001
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO31,Maison Benedict Labre,"4561 Notre-Dame St W, Montreal, Quebec H4C 1S3",45.474142,-73.58820300000001
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO32,Milieu Educatif La Source,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC H4C 3A1",45.473064,-73.583711
SO02,CRCS St-Zotique,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC H4C 3A1",45.473064,-73.583711,SO32,Milieu Educatif La Source,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC H4C 3A1",45.473064,-73.583711
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO32,Milieu Educatif La Source,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC H4C 3A1",45.473064,-73.583711
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO33,ROPASOM,"5335 Notre-Dame St W, Montreal, Quebec H4C 3L3",45.469063,-73.594945
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO33,ROPASOM,"5335 Notre-Dame St W, Montreal, Quebec H4C 3L3",45.469063,-73.594945
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO33,ROPASOM,"5335 Notre-Dame St W, Montreal, Quebec H4C 3L3",45.469063,-73.594945
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO34,Le Comité des Citoyens du Village des Tanneries,Dsibanded,,
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO34,Le Comité des Citoyens du Village des Tanneries,Dsibanded,,
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO35,Concertation Saint Paul/Emard,"6389 Boulevard Monk, Montreal, QC H4E 3H8",45.454701,-73.594824
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO35,Concertation Saint Paul/Emard,"6389 Boulevard Monk, Montreal, QC H4E 3H8",45.454701,-73.594824
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO35,Concertation Saint Paul/Emard,"6389 Boulevard Monk, Montreal, QC H4E 3H8",45.454701,-73.594824
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO36,Equipe Mobile en Alimentation,"1845 St Jacques St, Montreal, Quebec H3J 1H1",45.490199,-73.573166
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO36,Equipe Mobile en Alimentation,"1845 St Jacques St, Montreal, Quebec H3J 1H1",45.490199,-73.573166
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO36,Equipe Mobile en Alimentation,"1845 St Jacques St, Montreal, Quebec H3J 1H1",45.490199,-73.573166
SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369,SO36,Equipe Mobile en Alimentation,"1845 St Jacques St, Montreal, Quebec H3J 1H1",45.490199,-73.573166
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO37,Action Santé,"2423 Rue Wellington, Montreal, QC H3K 1X5",45.474343,-73.561613
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO37,Action Santé,"2423 Rue Wellington, Montreal, QC H3K 1X5",45.474343,-73.561613
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO38,Association Cooperative d'Economie Familiale (ACEF),"5955 Rue de Marseille, Montréal, QC H1N 1K6",45.574884000000004,-73.542303
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO38,Association Cooperative d'Economie Familiale (ACEF),"5955 Rue de Marseille, Montréal, QC H1N 1K6",45.574884000000004,-73.542303
SO13,Club Populaire des Consommateurs,"1956 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO38,Association Cooperative d'Economie Familiale (ACEF),"5955 Rue de Marseille, Montréal, QC H1N 1K6",45.574884000000004,-73.542303
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO38,Association Cooperative d'Economie Familiale (ACEF),"5955 Rue de Marseille, Montréal, QC H1N 1K6",45.574884000000004,-73.542303
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO38,Association Cooperative d'Economie Familiale (ACEF),"5955 Rue de Marseille, Montréal, QC H1N 1K6",45.574884000000004,-73.542303
SO03,Maison D'Entreaide Ville Emard/Cote Saint Paul,"5999 Rue Drake, Montreal, QC H4E 4G8",45.457815999999994,-73.582391,SO39,Auberge communautaire du Sud-Ouest,"4026 Wellington St, Verdun, Quebec H4G 3M6",45.463453,-73.56675899999999
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO39,Auberge communautaire du Sud-Ouest,"4026 Wellington St, Verdun, Quebec H4G 3M6",45.463453,-73.56675899999999
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO39,Auberge communautaire du Sud-Ouest,"4026 Wellington St, Verdun, Quebec H4G 3M6",45.463453,-73.56675899999999
SO11,Maison de Jeunes de PSC L'Adozone,"1850 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO13,Club Populaire des Consommateurs,"1956 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO17,Batiment 7 / Collectif 7 à nous,"1950 Rue du Centre, Montreal, QC H3K 1J2",45.482094000000004,-73.56312199999999,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO18,Saint Columba House,"2365 Rue Grand Trunk, Montreal, QC H3K 1M8",45.478913,-73.565399,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO40,Carrefour D'5 Populaire Pointe St-Charles,"2356 Centre St, Montreal, Quebec H3K 1J7",45.479966999999995,-73.566575
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO41,Centre Communautaire des Femmes Actives St-Henri,"4500 Saint-Antoine St W, Montreal, Quebec H4C 1E1",45.476046999999994,-73.591696
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO41,Centre Communautaire des Femmes Actives St-Henri,"4500 Saint-Antoine St W, Montreal, Quebec H4C 1E1",45.476046999999994,-73.591696
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO41,Centre Communautaire des Femmes Actives St-Henri,"4500 Saint-Antoine St W, Montreal, Quebec H4C 1E1",45.476046999999994,-73.591696
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO42,Centre Culturel Georges-Vanier,"2450 Rue Workman, Montréal, QC H3J 1L8",45.483542,-73.57508100000001
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO42,Centre Culturel Georges-Vanier,"2450 Rue Workman, Montréal, QC H3J 1L8",45.483542,-73.57508100000001
SO20,Atelier 850,"850 Rue des Seigneurs, Montréal, QC H3J 1Y5",45.490185,-73.574646,SO42,Centre Culturel Georges-Vanier,"2450 Rue Workman, Montréal, QC H3J 1L8",45.483542,-73.57508100000001
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO11,Maison de Jeunes de PSC L'Adozone,"1850 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO13,Club Populaire des Consommateurs,"1956 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO16,Pro-Vert Sud Ouest,"75 Rue du Square Sir George Étienne Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO17,Batiment 7 / Collectif 7 à nous,"1950 Rue du Centre, Montreal, QC H3K 1J2",45.482094000000004,-73.56312199999999,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO18,Saint Columba House,"2365 Rue Grand Trunk, Montreal, QC H3K 1M8",45.478913,-73.565399,SO43,Clinique Communautaire du Pointe St-Charles,"500 Avenue Ash, Montréal, QC H3K 2R4",45.478353000000006,-73.556841
SO08,Coalition Petite Bourgogne/Marché Citoyen,"741 Rue des Seigneurs, Montreal, QC H3J 1Y2",45.489160999999996,-73.57209499999999,SO44,Le Carrefour St-Henri,"3453 Rue Notre-Dame Ouest, Montreal, Québec H4C 1P4",45.480374,-73.57981099999999
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO45,CPE Les Petits Lutins de Cote St-Paul,"6050 Rue Hamilton, Montréal, QC H4E 3C3",45.457682,-73.598198
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO45,CPE Les Petits Lutins de Cote St-Paul,"6050 Rue Hamilton, Montréal, QC H4E 3C3",45.457682,-73.598198
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO46,Ecole St-Zotique,"4841 Avenue Palm, Montréal, QC H4C 1Y1",45.471139,-73.589291
SO02,CRCS St-Zotique,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC H4C 3A1",45.473064,-73.583711,SO46,Ecole St-Zotique,"4841 Avenue Palm, Montréal, QC H4C 1Y1",45.471139,-73.589291
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO46,Ecole St-Zotique,"4841 Avenue Palm, Montréal, QC H4C 1Y1",45.471139,-73.589291
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO47,Ecole Charles Lemoyne,"2001 Rue Mullins, Montréal, QC H3K 1N9",45.481327,-73.561369
SO11,Maison de Jeunes de PSC L'Adozone,"1850 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO47,Ecole Charles Lemoyne,"2001 Rue Mullins, Montréal, QC H3K 1N9",45.481327,-73.561369
SO13,Club Populaire des Consommateurs,"1956 Rue Grand Trunk, Montreal, QC H3K 1N9",45.481343,-73.561665,SO47,Ecole Charles Lemoyne,"2001 Rue Mullins, Montréal, QC H3K 1N9",45.481327,-73.561369
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO47,Ecole Charles Lemoyne,"2001 Rue Mullins, Montréal, QC H3K 1N9",45.481327,-73.561369
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO47,Ecole Charles Lemoyne,"2001 Rue Mullins, Montréal, QC H3K 1N9",45.481327,-73.561369
SO21,Le Garde Manger pour Tous,"1945 Rue Mullins, Montreal, QC H3K 1M7",45.481327,-73.561369,SO47,Ecole Charles Lemoyne,"2001 Rue Mullins, Montréal, QC H3K 1N9",45.481327,-73.561369
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO48,Ecole Coeur-Immaculé-de-Marie,"1845 Boulevard Desmarchais, Montréal, QC H4E 2B7",45.455903,-73.589635
SO19,Craig Sauvé/Projet Montreal,"1055 Boulevard René-Lévesque E, suite 1100, Montréal, QC H2L 4S5",45.516465999999994,-73.55528100000001,SO48,Ecole Coeur-Immaculé-de-Marie,"1845 Boulevard Desmarchais, Montréal, QC H4E 2B7",45.455903,-73.589635
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO49,James Lyng High School,"5440 Notre-Dame St W, Montreal, Quebec H4C 1T9",45.468289,-73.595825
SO15,Share the warmth/Partageons l'espoir,"625 Rue Fortune, Montreal, QC H3K 2R9",45.478148,-73.559401,SO49,James Lyng High School,"5440 Notre-Dame St W, Montreal, Quebec H4C 1T9",45.468289,-73.595825
SO18,Saint Columba House,"2365 Rue Grand Trunk, Montreal, QC H3K 1M8",45.478913,-73.565399,SO49,James Lyng High School,"5440 Notre-Dame St W, Montreal, Quebec H4C 1T9",45.468289,-73.595825
SO01,Eco-Quartier/YMCA,"255 Avenue Ash, Montreal, QC H3K 2R1",45.478343,-73.55185300000001,SO50,Solidarite St-Henri,"75 Square Sir-Georges-Étienne-Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711
SO02,CRCS St-Zotique,"75 Rue du Square Sir George Étienne Cartier, Montréal, QC H4C 3A1",45.473064,-73.583711,SO50,Solidarite St-Henri,"75 Square Sir-Georges-Étienne-Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711
SO08,Coalition Petite Bourgogne/Marché Citoyen,"741 Rue des Seigneurs, Montreal, QC H3J 1Y2",45.489160999999996,-73.57209499999999,SO50,Solidarite St-Henri,"75 Square Sir-Georges-Étienne-Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711
SO09,Mission Bon Accueil,"4755 Rue Acorn, Montreal, QC H4C 3L6",45.472713,-73.591561,SO50,Solidarite St-Henri,"75 Square Sir-Georges-Étienne-Cartier, Montreal, QC H4C 3A1",45.473064,-73.583711
